ticket_id,patient_id,created_date,response_time_hours,resolved,issue_type,priority,channel,resolved_date,first_contact_resolution
80389,11558,2023-02-27,3.0,yes,claims,medium,phone,2023-03-01,no
80390,10566,2024-02-11,6.8,no,app,medium,email,,no
80391,10027,2024-09-28,3.9,yes,device,medium,app,2024-09-30,no
80392,13544,2021-04-21,2.5,yes,medication,urgent,app,2021-04-23,no
80393,13359,2023-09-19,4.9,yes,other,low,phone,2023-09-20,no
80394,13040,2022-07-15,3.5,yes,medication,high,phone,2022-07-15,no
80395,12617,2023-05-11,6.3,yes,other,medium,app,2023-05-13,no
80396,14926,2024-06-06,6.8,yes,medication,high,phone,2024-06-07,no
80397,11371,2024-07-09,2.7,yes,medication,low,app,2024-07-09,no
80398,12337,2022-06-26,7.7,yes,claims,low,phone,2022-06-26,no
80399,12108,2023-01-06,7.7,yes,app,high,app,2023-01-06,no
80400,10148,2021-03-17,3.0,yes,other,low,app,2021-03-19,no
80401,11672,2021-01-28,2.8,yes,medication,low,phone,2021-01-28,no
80402,11429,2024-07-01,9.4,yes,claims,high,email,2024-07-03,no
80403,10478,2023-05-13,14.2,yes,scheduling,high,phone,2023-05-15,no
80404,14098,2023-12-16,8.4,yes,device,low,phone,2023-12-16,no
80405,10915,2024-08-23,7.2,no,medication,low,email,,no
80406,13867,2021-03-07,10.3,yes,other,medium,phone,2021-03-08,no
80407,11159,2021-07-04,5.8,yes,medication,low,phone,2021-07-04,no
80408,12738,2022-07-11,3.6,yes,device,medium,phone,2022-07-11,no
80409,11333,2021-10-14,16.4,yes,other,medium,phone,2021-10-16,no
80410,11833,2024-06-29,7.0,no,medication,low,phone,,no
80411,14040,2023-09-14,9.8,yes,app,low,phone,2023-09-15,no
80412,13661,2024-01-25,7.7,yes,device,medium,phone,2024-01-25,no
80413,14216,2021-01-22,2.7,yes,app,medium,email,2021-01-24,no
80414,12889,2023-08-15,5.6,no,medication,low,phone,,no
80415,13813,2024-03-13,5.1,yes,medication,high,phone,2024-03-15,no
80416,14118,2023-06-20,4.4,yes,scheduling,high,phone,2023-06-22,no
80417,11929,2022-11-16,4.4,yes,medication,low,phone,2022-11-18,no
80418,12170,2021-07-27,6.5,no,medication,low,phone,,no
80419,12038,2023-01-26,6.9,yes,medication,low,app,2023-01-27,no
80420,11040,2023-12-30,3.7,yes,claims,urgent,phone,2024-01-01,no
80421,11762,2024-02-28,2.2,no,device,low,app,,no
80422,12348,2022-06-25,17.1,yes,device,high,app,2022-06-26,no
80423,12845,2023-12-04,14.3,yes,claims,low,email,2023-12-06,no
80424,14629,2024-11-13,3.3,yes,app,low,phone,2024-11-15,no
80425,13825,2023-11-14,7.6,yes,medication,low,app,2023-11-14,no
80426,11841,2023-03-21,4.5,yes,claims,low,phone,2023-03-21,no
80427,14137,2022-06-09,15.7,yes,device,medium,app,2022-06-10,no
80428,12789,2023-06-02,6.7,no,claims,low,email,,no
80429,12652,2021-04-17,11.7,yes,device,urgent,phone,2021-04-19,no
80430,11648,2021-01-12,7.8,no,scheduling,high,phone,,no
80431,11685,2021-01-27,3.9,yes,device,medium,phone,2021-01-29,no
80432,12781,2021-08-29,5.1,yes,scheduling,high,phone,2021-08-29,no
80433,11249,2021-06-19,5.8,yes,medication,low,web,2021-06-20,no
80434,11966,2024-05-25,9.7,yes,medication,low,phone,2024-05-26,no
80435,14528,2021-09-06,12.3,yes,scheduling,medium,email,2021-09-07,no
80436,10985,2021-09-24,5.0,yes,medication,medium,app,2021-09-24,no
80437,14382,2023-02-27,5.2,yes,scheduling,low,phone,2023-02-27,no
80438,12012,2022-07-30,1.7,no,medication,medium,phone,,no
80439,10499,2023-01-31,1.8,yes,app,medium,web,2023-02-01,no
80440,11048,2024-11-17,4.7,yes,claims,low,phone,2024-11-17,no
80441,10209,2022-03-05,9.9,yes,medication,low,email,2022-03-07,no
80442,10193,2024-07-16,2.1,no,scheduling,low,email,,no
80443,12614,2022-03-09,4.9,no,scheduling,high,phone,,no
80444,11851,2023-12-20,3.8,no,claims,medium,app,,no
80445,14330,2024-06-09,1.2,yes,device,high,email,2024-06-11,no
80446,14990,2021-04-24,7.2,yes,app,low,email,2021-04-26,no
80447,12383,2022-09-30,11.0,yes,other,medium,phone,2022-10-01,no
80448,13777,2021-06-12,7.6,yes,medication,high,phone,2021-06-12,no
80449,11928,2024-08-16,5.7,yes,other,medium,phone,2024-08-16,no
80450,14068,2023-03-07,6.2,yes,scheduling,high,phone,2023-03-08,no
80451,12571,2022-06-06,8.1,no,device,low,app,,no
80452,14340,2024-09-26,1.0,yes,claims,medium,email,2024-09-28,no
80453,14521,2024-06-12,1.6,yes,scheduling,low,phone,2024-06-13,no
80454,11516,2024-04-30,2.7,yes,scheduling,medium,app,2024-05-01,no
80455,13566,2023-02-03,3.3,yes,app,high,phone,2023-02-04,no
80456,10229,2022-10-06,2.0,yes,scheduling,high,phone,2022-10-07,no
80457,10643,2024-10-17,10.3,no,scheduling,high,app,,no
80458,11675,2023-01-17,2.2,yes,app,low,phone,2023-01-18,no
80459,12364,2023-11-23,11.7,yes,app,low,phone,2023-11-23,no
80460,10140,2021-07-21,8.0,yes,medication,low,phone,2021-07-22,no
80461,14608,2022-05-21,8.3,yes,claims,low,phone,2022-05-23,no
80462,12064,2022-07-26,1.1,yes,app,medium,email,2022-07-27,no
80463,12932,2023-05-11,1.0,yes,device,high,app,2023-05-12,no
80464,11433,2022-03-19,12.1,yes,scheduling,high,app,2022-03-21,no
80465,14348,2024-11-26,0.2,yes,app,low,email,2024-11-27,no
80466,11799,2021-11-30,2.1,yes,claims,low,phone,2021-11-30,no
80467,13920,2024-10-09,6.8,yes,device,medium,web,2024-10-11,no
80468,14348,2024-06-30,5.1,yes,device,urgent,app,2024-06-30,no
80469,10669,2024-10-04,2.7,no,app,low,app,,no
80470,13275,2024-10-09,5.2,yes,scheduling,low,email,2024-10-09,no
80471,11163,2024-04-18,4.6,yes,app,low,phone,2024-04-20,no
80472,11663,2024-09-04,5.6,yes,device,low,phone,2024-09-06,no
80473,14892,2021-03-13,1.6,no,medication,high,phone,,no
80474,14142,2022-08-30,6.4,yes,app,urgent,app,2022-08-31,no
80475,12563,2021-11-08,4.9,yes,device,medium,app,2021-11-10,no
80476,14238,2021-10-18,1.1,no,scheduling,low,app,,no
80477,12727,2024-12-17,13.2,no,device,low,email,,no
80478,10537,2023-06-11,3.2,no,claims,medium,web,,no
80479,13235,2022-04-01,15.3,yes,claims,high,app,2022-04-02,no
80480,14008,2021-05-08,5.2,yes,medication,medium,app,2021-05-08,no
80481,10122,2024-12-12,6.2,yes,medication,low,phone,2024-12-13,no
80482,14839,2021-06-09,10.0,no,scheduling,medium,web,,no
80483,10907,2021-12-10,10.4,no,medication,low,app,,no
80484,12626,2025-01-20,4.7,yes,claims,medium,phone,2025-01-22,no
80485,14135,2021-10-01,36.8,yes,claims,low,phone,2021-10-03,no
80486,11667,2025-01-09,7.4,yes,device,medium,email,2025-01-10,no
80487,14473,2024-03-16,4.5,no,medication,medium,phone,,no
80488,10586,2022-12-26,0.7,yes,medication,urgent,app,2022-12-27,no
80489,13292,2023-06-29,0.7,yes,medication,medium,email,2023-07-01,no
80490,12423,2023-12-13,12.6,no,app,low,app,,no
80491,11905,2023-04-07,5.6,yes,medication,medium,phone,2023-04-09,no
80492,11798,2024-06-24,2.8,yes,app,medium,app,2024-06-25,no
80493,13053,2023-01-23,3.5,yes,scheduling,high,app,2023-01-25,no
80494,13971,2023-11-01,5.4,no,device,medium,email,,no
80495,11478,2023-11-25,9.2,yes,medication,medium,email,2023-11-25,no
80496,12169,2022-11-08,2.2,yes,other,medium,phone,2022-11-09,no
80497,10075,2024-09-28,3.4,yes,scheduling,low,phone,2024-09-29,no
80498,14420,2025-01-22,3.7,yes,other,low,phone,2025-01-22,no
80499,10306,2023-01-15,13.3,no,claims,low,email,,no
80500,13718,2022-07-22,4.6,yes,medication,medium,web,2022-07-22,no
80501,11579,2023-02-16,3.4,yes,device,low,phone,2023-02-16,no
80502,10824,2022-05-19,9.0,yes,device,high,web,2022-05-19,no
80503,11041,2024-05-06,9.6,yes,other,high,web,2024-05-07,no
80504,12848,2022-06-07,4.2,yes,medication,medium,web,2022-06-07,no
80505,10267,2023-04-25,20.5,no,claims,low,email,,no
80506,13307,2024-01-23,11.4,no,medication,high,email,,no
80507,11178,2024-09-10,5.7,yes,device,urgent,app,2024-09-12,no
80508,14242,2021-05-29,3.1,yes,app,high,phone,2021-05-29,no
80509,14459,2022-12-29,12.3,yes,other,high,phone,2022-12-29,no
80510,10062,2021-04-11,4.7,yes,medication,high,email,2021-04-11,no
80511,10391,2021-02-06,4.2,yes,scheduling,low,email,2021-02-07,no
80512,14934,2023-10-01,8.6,yes,app,medium,email,2023-10-01,no
80513,14238,2024-03-29,6.7,no,other,low,phone,,no
80514,12004,2024-06-08,3.7,no,claims,high,web,,no
80515,10851,2022-06-03,5.3,no,app,low,web,,no
80516,10103,2023-04-21,3.5,yes,scheduling,medium,phone,2023-04-22,no
80517,11838,2022-01-10,7.5,yes,other,medium,web,2022-01-12,no
80518,11036,2022-01-11,12.1,no,app,low,phone,,no
80519,11511,2021-11-14,1.1,yes,medication,medium,web,2021-11-15,no
80520,13122,2021-11-01,7.9,yes,other,low,web,2021-11-02,no
80521,14972,2024-10-08,9.2,no,other,low,app,,no
80522,12895,2022-06-01,2.1,no,scheduling,low,email,,no
80523,11097,2021-07-20,3.6,yes,scheduling,medium,phone,2021-07-21,no
80524,13497,2024-05-26,2.7,yes,device,high,phone,2024-05-27,no
80525,10520,2024-01-05,3.7,yes,other,medium,phone,2024-01-05,no
80526,11795,2021-08-15,6.1,yes,other,high,email,2021-08-17,no
80527,11844,2024-02-03,5.8,yes,claims,high,phone,2024-02-04,no
80528,11870,2024-02-16,4.6,yes,app,high,app,2024-02-16,no
80529,11163,2023-11-06,2.9,yes,scheduling,low,app,2023-11-07,no
80530,11584,2024-08-20,4.8,yes,medication,low,app,2024-08-20,no
80531,11269,2024-09-13,15.1,yes,claims,low,app,2024-09-13,no
80532,11540,2022-02-13,2.5,yes,medication,low,app,2022-02-14,no
80533,12674,2021-04-15,5.0,yes,app,high,phone,2021-04-15,no
80534,14753,2024-06-19,4.5,yes,other,low,phone,2024-06-21,no
80535,14893,2024-05-21,7.8,yes,scheduling,low,phone,2024-05-23,no
80536,12455,2023-03-07,1.9,yes,scheduling,low,app,2023-03-09,no
80537,10140,2023-06-05,14.0,yes,medication,medium,phone,2023-06-05,no
80538,14513,2021-02-06,13.5,yes,claims,high,app,2021-02-07,no
80539,13423,2021-10-10,2.9,yes,claims,medium,web,2021-10-11,no
80540,11994,2023-04-03,1.9,no,other,low,app,,no
80541,10483,2025-01-26,8.4,yes,scheduling,low,phone,2025-01-27,no
80542,13238,2023-09-26,2.7,no,device,medium,app,,no
80543,13828,2022-07-12,1.1,yes,claims,low,email,2022-07-12,yes
80544,14311,2021-03-12,20.5,yes,app,low,email,2021-03-12,no
80545,11007,2023-07-25,5.0,yes,medication,high,email,2023-07-27,no
80546,12765,2023-07-04,12.7,yes,other,low,app,2023-07-05,no
80547,14210,2023-11-29,3.5,yes,other,low,phone,2023-11-29,no
80548,11503,2024-05-03,1.8,yes,app,medium,app,2024-05-03,yes
80549,14274,2022-10-01,4.1,yes,other,high,web,2022-10-02,no
80550,10893,2022-05-06,5.2,yes,scheduling,low,phone,2022-05-07,no
80551,14890,2024-04-15,8.0,no,app,low,phone,,no
80552,14447,2023-07-05,3.3,yes,device,high,phone,2023-07-06,no
80553,12003,2024-04-07,4.8,yes,claims,medium,app,2024-04-07,no
80554,10113,2022-11-18,2.9,yes,scheduling,low,phone,2022-11-20,no
80555,13422,2025-01-16,5.6,yes,scheduling,high,email,2025-01-18,no
80556,12625,2021-12-08,4.6,yes,other,low,phone,2021-12-08,no
80557,14611,2023-09-20,3.8,yes,app,low,email,2023-09-21,no
80558,11160,2023-02-11,8.5,yes,app,medium,app,2023-02-11,no
80559,10766,2023-06-19,6.1,yes,app,medium,phone,2023-06-20,no
80560,13230,2022-07-27,3.5,yes,other,medium,phone,2022-07-27,no
80561,11422,2022-07-04,6.7,yes,scheduling,low,email,2022-07-06,no
80562,10017,2022-11-29,5.0,yes,other,high,phone,2022-11-30,no
80563,13445,2023-04-25,8.0,yes,claims,medium,email,2023-04-25,no
80564,12759,2022-12-10,10.2,yes,device,medium,app,2022-12-12,no
80565,11960,2024-10-05,24.3,yes,scheduling,urgent,phone,2024-10-06,no
80566,11730,2022-12-22,1.6,yes,claims,high,web,2022-12-23,no
80567,13558,2022-08-18,11.7,yes,app,low,email,2022-08-19,no
80568,13206,2022-05-13,8.2,yes,medication,medium,app,2022-05-14,no
80569,12962,2021-09-24,8.1,yes,medication,medium,app,2021-09-25,no
80570,10636,2024-09-26,14.6,yes,other,low,phone,2024-09-26,no
80571,14317,2021-03-28,3.0,yes,medication,low,phone,2021-03-30,no
80572,12161,2022-10-28,2.2,yes,app,low,phone,2022-10-28,no
80573,13335,2022-04-23,2.1,yes,other,medium,email,2022-04-25,no
80574,11711,2024-10-21,1.7,yes,app,medium,app,2024-10-23,no
80575,13102,2022-01-28,3.4,yes,device,low,email,2022-01-29,no
80576,13619,2022-12-27,1.5,yes,medication,low,email,2022-12-27,yes
80577,10446,2023-12-21,3.9,yes,scheduling,medium,app,2023-12-21,no
80578,12991,2023-07-06,11.1,yes,app,medium,app,2023-07-06,no
80579,14927,2022-06-05,2.9,yes,claims,urgent,app,2022-06-05,no
80580,10637,2023-05-15,1.3,yes,medication,medium,app,2023-05-15,yes
80581,10176,2023-11-27,6.6,yes,claims,medium,phone,2023-11-29,no
80582,10574,2021-06-03,9.5,yes,app,medium,phone,2021-06-05,no
80583,11799,2023-12-18,8.5,yes,claims,medium,email,2023-12-18,no
80584,14211,2024-01-08,5.5,yes,app,medium,phone,2024-01-10,no
80585,12791,2024-03-28,8.9,yes,medication,urgent,email,2024-03-30,no
80586,10695,2024-12-16,1.6,yes,medication,medium,phone,2024-12-18,no
80587,12277,2021-03-05,10.1,no,device,low,phone,,no
80588,10166,2023-01-02,0.6,yes,other,high,email,2023-01-02,yes
80589,13930,2021-09-08,6.9,yes,app,medium,app,2021-09-09,no
80590,12373,2022-11-14,16.2,no,app,low,email,,no
80591,13582,2023-08-18,7.9,no,other,high,phone,,no
80592,14509,2022-07-07,6.8,yes,scheduling,medium,web,2022-07-08,no
80593,12560,2025-02-01,4.9,yes,claims,medium,phone,2025-02-02,no
80594,10109,2024-05-04,6.9,yes,scheduling,high,email,2024-05-04,no
80595,12919,2023-02-07,5.6,no,device,medium,phone,,no
80596,11084,2022-05-01,4.8,no,other,high,web,,no
80597,14586,2022-07-24,6.2,yes,claims,medium,phone,2022-07-24,no
80598,14348,2024-12-19,3.5,no,medication,medium,app,,no
80599,10194,2024-05-28,8.0,no,medication,medium,email,,no
80600,14100,2022-06-24,8.8,yes,medication,low,web,2022-06-26,no
80601,14628,2024-01-21,2.6,yes,claims,medium,app,2024-01-22,no
80602,11894,2021-02-25,4.8,no,claims,low,app,,no
80603,14019,2023-11-09,4.1,yes,scheduling,medium,app,2023-11-10,no
80604,12770,2022-07-09,3.1,yes,medication,low,app,2022-07-09,no
80605,14663,2022-07-28,1.9,yes,medication,high,phone,2022-07-29,no
80606,11582,2022-12-04,5.0,yes,scheduling,low,app,2022-12-05,no
80607,10598,2021-10-02,3.2,no,claims,low,phone,,no
80608,14422,2021-11-07,2.5,no,medication,low,app,,no
80609,14055,2022-01-15,3.7,yes,app,low,web,2022-01-16,no
80610,13461,2021-12-12,0.5,yes,other,low,email,2021-12-12,yes
80611,12848,2021-01-15,3.3,yes,medication,low,app,2021-01-15,no
80612,10378,2023-11-09,8.2,yes,medication,medium,web,2023-11-09,no
80613,13930,2023-09-23,9.7,yes,device,low,phone,2023-09-23,no
80614,14778,2023-02-18,1.2,yes,claims,low,phone,2023-02-18,yes
80615,14084,2023-09-26,2.8,yes,scheduling,medium,email,2023-09-27,no
80616,14086,2021-01-11,3.8,yes,scheduling,low,app,2021-01-11,no
80617,10404,2023-08-18,3.0,yes,medication,medium,app,2023-08-20,no
80618,13724,2024-09-03,10.1,yes,scheduling,low,app,2024-09-05,no
80619,10242,2024-10-07,5.2,yes,app,low,web,2024-10-08,no
80620,11162,2021-06-28,19.2,yes,other,high,web,2021-06-28,no
80621,14981,2024-06-19,5.4,yes,medication,medium,email,2024-06-21,no
80622,10952,2024-07-05,4.3,yes,other,high,app,2024-07-07,no
80623,14752,2023-09-24,6.2,yes,medication,medium,phone,2023-09-24,no
80624,11069,2022-07-25,14.5,yes,app,low,app,2022-07-27,no
80625,11967,2023-04-24,3.3,yes,medication,medium,web,2023-04-25,no
80626,14265,2023-08-19,8.4,yes,scheduling,low,email,2023-08-21,no
80627,13539,2023-05-29,11.1,yes,scheduling,medium,phone,2023-05-29,no
80628,12261,2021-04-03,5.9,yes,claims,low,email,2021-04-05,no
80629,12329,2021-10-12,6.5,yes,scheduling,low,phone,2021-10-13,no
80630,13059,2022-11-12,2.2,no,claims,high,email,,no
80631,11523,2023-12-09,6.7,yes,other,low,email,2023-12-11,no
80632,11938,2022-11-04,3.1,yes,app,medium,email,2022-11-05,no
80633,14545,2022-04-21,6.2,yes,scheduling,low,app,2022-04-23,no
80634,12025,2023-11-23,0.3,yes,scheduling,medium,email,2023-11-25,no
80635,10847,2023-11-05,9.1,yes,scheduling,low,app,2023-11-07,no
80636,13510,2023-11-13,1.0,yes,app,medium,phone,2023-11-13,yes
80637,12239,2021-11-12,17.9,yes,medication,medium,app,2021-11-12,no
80638,11400,2024-05-19,3.0,yes,app,low,email,2024-05-19,no
80639,13653,2024-07-09,5.2,yes,device,low,phone,2024-07-10,no
80640,12403,2022-05-25,6.5,yes,device,high,phone,2022-05-26,no
80641,14998,2023-03-06,3.6,yes,medication,medium,phone,2023-03-06,no
80642,14253,2022-08-26,9.4,yes,device,medium,app,2022-08-26,no
80643,11611,2021-10-26,3.4,yes,app,medium,app,2021-10-26,no
80644,10363,2024-07-28,2.3,yes,medication,medium,phone,2024-07-30,no
80645,10464,2021-10-28,6.3,yes,app,medium,app,2021-10-28,no
80646,10413,2021-03-06,5.8,yes,medication,medium,app,2021-03-07,no
80647,11228,2024-05-10,23.8,yes,medication,low,phone,2024-05-11,no
80648,13983,2022-10-12,13.9,yes,claims,low,web,2022-10-14,no
80649,10814,2022-03-09,6.6,no,medication,high,web,,no
80650,12240,2023-12-24,7.9,yes,app,medium,email,2023-12-25,no
80651,11445,2024-10-04,5.7,yes,medication,low,app,2024-10-04,no
80652,12487,2022-02-01,2.0,yes,app,low,email,2022-02-01,yes
80653,12705,2024-07-12,4.8,no,device,high,email,,no
80654,13791,2024-06-14,2.2,yes,device,low,phone,2024-06-14,no
80655,10712,2022-09-15,4.9,yes,app,low,app,2022-09-17,no
80656,10135,2021-08-05,14.9,yes,medication,medium,phone,2021-08-05,no
80657,10585,2024-01-14,6.7,yes,other,high,app,2024-01-16,no
80658,12486,2021-07-24,2.2,yes,scheduling,high,app,2021-07-26,no
80659,13264,2021-10-04,2.4,yes,medication,high,web,2021-10-06,no
80660,14873,2023-06-28,0.8,yes,medication,low,phone,2023-06-28,yes
80661,13080,2024-01-06,4.3,yes,device,low,email,2024-01-06,no
80662,13447,2021-01-12,7.6,yes,medication,high,phone,2021-01-14,no
80663,11137,2024-09-05,3.4,yes,medication,medium,app,2024-09-05,no
80664,12225,2024-11-24,2.6,no,app,high,email,,no
80665,13224,2022-05-24,10.8,yes,claims,medium,phone,2022-05-24,no
80666,12126,2023-05-03,2.2,yes,app,low,email,2023-05-04,no
80667,10420,2024-01-28,6.2,yes,medication,high,email,2024-01-28,no
80668,10162,2021-09-09,3.7,yes,device,high,app,2021-09-09,no
80669,11381,2024-10-05,2.8,yes,scheduling,medium,phone,2024-10-07,no
80670,12941,2022-02-24,4.0,yes,other,low,app,2022-02-26,no
80671,10067,2023-04-29,2.4,yes,other,low,web,2023-04-30,no
80672,12896,2023-01-29,5.5,yes,scheduling,low,phone,2023-01-30,no
80673,10872,2023-07-25,7.3,yes,scheduling,low,phone,2023-07-27,no
80674,14418,2023-12-28,9.7,yes,app,high,email,2023-12-30,no
80675,10618,2022-01-14,4.8,no,app,high,app,,no
80676,12358,2021-02-15,3.0,yes,medication,low,email,2021-02-16,no
80677,12813,2021-01-28,8.4,no,claims,low,email,,no
80678,13368,2022-08-10,3.1,yes,app,high,web,2022-08-12,no
80679,14746,2021-08-07,7.3,no,app,medium,phone,,no
80680,10978,2023-08-17,5.5,yes,claims,medium,email,2023-08-19,no
80681,12062,2022-04-02,4.7,yes,other,high,app,2022-04-03,no
80682,11149,2022-01-30,2.5,yes,medication,high,phone,2022-01-31,no
80683,14043,2022-04-29,2.9,yes,medication,medium,web,2022-04-29,no
80684,10051,2022-10-26,7.4,yes,medication,high,phone,2022-10-28,no
80685,10897,2022-01-07,6.1,no,claims,medium,email,,no
80686,13865,2024-06-17,3.8,yes,claims,low,email,2024-06-17,no
80687,12530,2024-10-29,6.3,yes,scheduling,low,email,2024-10-30,no
80688,14630,2021-07-13,6.3,yes,medication,medium,phone,2021-07-15,no
80689,10548,2022-09-08,9.9,no,scheduling,high,phone,,no
80690,12286,2022-07-29,6.9,yes,scheduling,high,phone,2022-07-29,no
80691,13605,2022-12-26,0.9,yes,other,urgent,app,2022-12-27,no
80692,10477,2023-05-09,5.2,yes,claims,low,phone,2023-05-11,no
80693,13408,2022-12-25,10.7,yes,device,low,app,2022-12-25,no
80694,11160,2023-08-17,19.6,yes,device,low,phone,2023-08-18,no
80695,14158,2022-07-14,4.0,yes,claims,high,phone,2022-07-14,no
80696,14831,2022-01-14,9.4,no,app,high,phone,,no
80697,12954,2022-01-24,1.1,yes,device,high,email,2022-01-26,no
80698,11991,2025-01-27,7.5,yes,claims,low,phone,2025-01-28,no
80699,13187,2024-02-20,6.9,yes,claims,urgent,app,2024-02-20,no
80700,14008,2021-08-18,8.3,yes,medication,medium,email,2021-08-18,no
80701,14304,2022-06-27,1.1,yes,other,high,phone,2022-06-28,no
80702,12083,2021-12-15,5.5,no,medication,low,web,,no
80703,13581,2024-09-04,3.5,yes,app,medium,phone,2024-09-06,no
80704,12517,2022-02-28,3.1,yes,claims,medium,phone,2022-03-01,no
80705,12842,2022-12-03,7.9,yes,medication,high,web,2022-12-03,no
80706,11008,2023-04-16,8.2,yes,claims,high,app,2023-04-17,no
80707,10586,2024-02-03,9.1,yes,medication,medium,phone,2024-02-04,no
80708,12888,2023-08-23,5.0,yes,medication,low,email,2023-08-24,no
80709,10320,2021-04-24,9.2,yes,medication,urgent,email,2021-04-26,no
80710,11901,2021-08-28,4.1,yes,medication,low,phone,2021-08-29,no
80711,12814,2024-02-17,3.9,yes,scheduling,medium,web,2024-02-18,no
